Cluster	Protein	S320_1G_1_sorted	S320_1G_3_sorted	S320_1G_4_sorted	S320_1G_5_sorted	S320T_4G_2_sorted	S320T_4G_3_sorted	S320T_4G_5_sorted	SC_1G_2_sorted	SC_1G_3_sorted	SC_1G_5_sorted	SC_4G_1_sorted	SC_4G_2_sorted	SC_4G_3_sorted
Cluster-36799.6	KAF2355061.1	267	724	388	1336	699	236	1565	259	160	91	521	594	358
Cluster-36799.7	KAF2355061.1	105	87	31	142	82	76	120	51	80	154	37	126	100
Cluster-36799.8	KAF2355061.1	16	96	6	109	137	76	250	70	93	94	36	169	179
Cluster-36806.0	KAF9411193.1	1	0	0	1	1	0	1	1	1	3	1	0	1
Cluster-36806.1	XP_053656453.1	0	3	1	2	3	1	1	1	2	2	0	0	1
Cluster-36810.0	ACO12109.1	42	36	41	24	58	63	43	55	44	33	32	39	25
Cluster-36818.1	KAF2351074.1	671	957	690	1108	916	939	916	807	854	735	836	1025	1047
Cluster-36818.2	KAF2351074.1	207	220	178	190	173	128	143	237	251	201	262	263	341
Cluster-36820.0	TRY78395.1	9	9	4	22	6	30	3	3	14	3	8	3	7
Cluster-36826.0	XP_018015284.1	321	339	926	370	327	496	736	413	873	790	1579	553	315
Cluster-36826.0	XP_018015285.1	321	339	926	370	327	496	736	413	873	790	1579	553	315
Cluster-36826.1	CAB3246768.1	7	11	1	10	16	14	30	7	7	14	7	4	6
Cluster-36826.2	XP_018015284.1	26	18	98	22	9	43	27	31	85	72	126	47	45
Cluster-36826.3	XP_018015284.1	303	334	729	477	428	322	790	303	728	568	933	380	281
Cluster-36826.3	XP_018015285.1	303	334	729	477	428	322	790	303	728	568	933	380	281
Cluster-36828.2	XP_047739327.1	5	5	1	1	0	0	0	11	1	3	7	1	11
Cluster-36828.4	XP_045613194.1	55	38	45	20	30	43	15	118	88	50	57	56	114
Cluster-36832.0	KAF2345997.1	5	1	3	8	5	9	1	11	11	3	4	7	0
Cluster-36834.0	XP_018010520.1	660	1387	396	1560	1016	1676	1208	803	908	940	1184	1089	1133
Cluster-36834.0	XP_018010521.1	660	1387	396	1560	1016	1676	1208	803	908	940	1184	1089	1133
Cluster-36834.1	XP_018010520.1	434	919	268	1143	633	965	732	519	620	532	816	812	789
Cluster-36838.0	XP_018020764.1	101	17	79	13	85	23	285	21	71	257	7	91	31
Cluster-36838.1	XP_018020764.1	298	19	48	21	49	18	112	19	589	567	33	397	12
Cluster-36838.2	XP_018020764.1	143	30	118	10	288	85	531	31	77	257	12	119	25
Cluster-36838.3	XP_018020764.1	131	77	54	59	67	16	103	7	93	613	55	57	13
Cluster-36839.0	KAJ8934925.1	1833	1683	3982	893	1625	852	1325	1462	2973	3086	1042	1301	1033
Cluster-36839.1	XP_042873906.1	418	429	1266	244	425	204	259	535	963	761	419	306	376
Cluster-36848.0	XP_018012499.1	284	316	357	413	401	407	386	410	517	419	352	204	405
Cluster-36848.1	XP_018012499.1	352	382	313	528	371	518	447	486	572	409	513	376	611
Cluster-36848.2	XP_018012499.1	172	230	132	229	149	235	168	313	339	185	351	343	340
Cluster-36851.0	XP_050716321.1	8	43	5	57	8	0	5	4	23	16	21	22	10
Cluster-36855.1	KAF2359584.1	228	273	236	232	379	214	405	186	274	289	189	134	248
Cluster-36855.2	KAF2359584.1	417	485	285	693	299	265	315	197	570	440	353	373	488
Cluster-36855.3	KAF2359584.1	353	474	596	461	430	479	514	508	464	362	380	387	437
Cluster-36858.0	KAF2358531.1	49	38	41	31	133	293	134	19	71	102	52	21	57
Cluster-36858.1	XP_018019145.1	39	44	52	53	14	31	17	30	42	32	34	29	53
Cluster-36858.2	KAF2358531.1	133	153	75	126	66	75	55	88	106	77	107	88	129
Cluster-36858.3	KAF2358531.1	95	54	57	81	142	116	188	80	97	68	78	83	103
Cluster-36858.4	KAF2358531.1	162	212	98	182	138	224	156	159	155	170	216	136	199
Cluster-36858.5	KAF2358531.1	64	109	86	86	151	380	157	96	130	149	101	84	238
Cluster-36858.6	KAF2358531.1	48	70	38	33	98	41	82	86	77	37	72	96	149
Cluster-36858.7	XP_018019145.1	47	82	42	66	61	56	23	154	28	48	113	171	241
Cluster-36861.0	KAF2355172.1	27	38	35	53	46	42	51	50	56	54	31	44	45
Cluster-36861.3	KAF2355172.1	109	197	110	223	174	290	311	178	310	489	125	128	245
Cluster-36869.0	XP_042855955.1	102	76	24	105	378	49	40	361	611	544	215	226	189
Cluster-36879.4	KAF2360602.1	17	25	6	28	10	7	17	48	25	22	39	17	25
Cluster-36888.0	XP_044728217.1	134	300	215	446	329	208	231	354	448	251	380	326	292
Cluster-36888.2	XP_044728217.1	200	221	279	335	312	178	369	336	463	364	332	313	222
Cluster-36893.0	XP_035219332.1	1	11	0	18	0	2	2	0	0	1	0	1	3
Cluster-36901.1	XP_018016618.1	270	388	342	435	423	530	574	362	458	374	408	328	461
Cluster-36903.3	XP_018010741.1	220	236	243	219	303	176	231	291	269	197	237	371	222
Cluster-36908.0	XP_018018326.1	82	175	50	209	231	263	241	133	181	193	170	151	294
Cluster-36908.0	KAF2363776.1	82	175	50	209	231	263	241	133	181	193	170	151	294
Cluster-36908.1	XP_018018326.1	119	204	42	358	205	528	151	160	186	274	127	134	215
Cluster-36908.1	KAF2363776.1	119	204	42	358	205	528	151	160	186	274	127	134	215
Cluster-36908.2	XP_018018326.1	106	137	98	161	310	246	352	141	269	141	208	218	398
Cluster-36908.2	KAF2363776.1	106	137	98	161	310	246	352	141	269	141	208	218	398
Cluster-36908.3	XP_018018326.1	96	140	54	179	168	450	214	108	171	156	137	123	180
Cluster-36908.3	KAF2363776.1	96	140	54	179	168	450	214	108	171	156	137	123	180
Cluster-36909.0	KAF2358772.1	8	31	156	41	10	6	7	8	20	8	56	32	24
Cluster-36911.0	ROT71866.1	0	0	0	3	10	0	12	3	9	1	5	0	3
Cluster-36911.1	AFI40113.1	1	0	0	4	1	0	0	0	2	0	5	0	0
Cluster-36911.2	CAD7577988.1	0	0	0	0	0	0	0	0	0	0	3	3	4
Cluster-36920.16	KAF2365302.1	2148	1398	13338	2	8	0	1	0	42	0	1	2	250
Cluster-36920.17	XP_018014848.1	124	116	371	0	0	0	1	1	19	0	0	0	6
Cluster-36920.18	XP_018015040.2	13	60	157	0	0	0	0	1	3	0	0	0	37
Cluster-36920.20	KAF2365299.1	88	217	2161	0	0	0	0	0	65	0	0	0	0
Cluster-36920.22	KAF2365299.1	176	30	2962	0	0	0	13	0	14	2	0	0	17
Cluster-36920.25	XP_047738147.1	6	2	211	0	0	0	0	0	0	0	0	0	4
Cluster-36920.26	XP_018014848.1	120	68	5619	0	2	0	14	0	15	0	0	0	28
Cluster-36926.1	KAF2360846.1	7	10	23	10	4	1	3	24	29	33	25	21	25
Cluster-36926.2	KAF2360846.1	229	209	210	320	204	218	281	263	372	388	271	354	314
Cluster-36926.2	KAF2360853.1	229	209	210	320	204	218	281	263	372	388	271	354	314
Cluster-36928.0	XP_037290801.1	11	59	0	77	9	1	11	4	3	0	12	1	2
Cluster-36928.1	XP_011069126.1	6	27	1	57	1	3	3	0	0	3	1	0	2
Cluster-36929.0	KAF9404401.1	16	63	3	86	14	13	11	2	1	1	5	6	3
Cluster-36929.1	KAF9404401.1	1	4	0	17	9	1	7	0	0	6	4	1	0
Cluster-36936.1	XP_042861705.1	168	161	471	94	135	148	159	99	314	212	174	228	204
Cluster-36942.1	KAF2350679.1	6	16	15	3	6	3	9	38	9	6	11	10	10
Cluster-36944.0	XP_045101280.1	121	362	178	330	230	242	241	190	153	204	387	293	433
Cluster-36944.1	XP_045101280.1	54	240	89	153	148	238	215	131	86	85	247	127	160
Cluster-36948.0	KAG7167577.1	2	0	1	1	0	0	0	3	5	2	3	0	2
Cluster-36948.1	XP_053631633.1	6	2	2	1	0	1	0	4	3	3	1	2	2
Cluster-36956.0	XP_018007402.1	424	675	563	680	894	734	1176	713	743	591	625	650	1000
Cluster-36956.1	XP_018007402.1	601	897	717	949	1117	1089	1212	1061	1141	786	866	978	1191
Cluster-36958.0	XP_018023991.1	640	856	658	873	802	672	683	803	931	688	866	1304	818
Cluster-36960.0	XP_018007778.1	1	0	3	1	0	4	2	7	3	7	1	1	6
Cluster-36960.1	XP_018007778.1	5	1	2	2	7	0	7	5	2	7	11	3	4
Cluster-36960.2	KAE9532293.1	0	0	1	0	0	2	0	1	0	0	3	2	0
Cluster-36965.2	XP_045604771.1	64	152	34	179	159	169	107	153	141	169	137	132	164
Cluster-36969.0	KAF2353122.1	34	66	5	43	77	1	106	46	81	49	98	26	90
Cluster-36977.0	XP_053993304.1	15	31	0	64	0	3	2	0	0	1	12	5	2
Cluster-36980.0	KAF2364581.1	46	60	10	56	59	22	95	37	66	82	36	32	47
Cluster-36980.0	KAF9419457.1	46	60	10	56	59	22	95	37	66	82	36	32	47
Cluster-36980.1	KAF2364581.1	49	51	10	27	63	27	80	48	56	38	44	68	20
Cluster-36980.1	KAF9419457.1	49	51	10	27	63	27	80	48	56	38	44	68	20
Cluster-36980.2	KAF2364581.1	10	130	6	116	35	30	16	47	89	98	67	23	69
Cluster-36980.2	KAF9419457.1	10	130	6	116	35	30	16	47	89	98	67	23	69
Cluster-36980.3	KAF2364581.1	73	43	29	43	115	77	162	51	42	26	28	96	36
Cluster-36980.3	KAF9419457.1	73	43	29	43	115	77	162	51	42	26	28	96	36
Cluster-36980.4	KAF2364581.1	13	100	6	79	19	20	26	42	88	81	68	30	73
Cluster-36980.4	KAF9419457.1	13	100	6	79	19	20	26	42	88	81	68	30	73
Cluster-36980.5	KAF2364581.1	9	109	22	26	32	50	4	68	127	110	225	32	36
Cluster-36980.5	KAF9419457.1	9	109	22	26	32	50	4	68	127	110	225	32	36
Cluster-36996.0	KAF2351221.1	11	1	8	9	4	0	9	7	8	2	8	1	3
Cluster-36999.0	XP_047477429.1	524	482	416	404	602	387	686	788	622	589	835	221	1109
Cluster-36999.1	XP_018021253.1	268	267	216	277	468	318	473	418	333	264	396	115	555
Cluster-36999.2	XP_047477429.1	634	504	538	397	683	392	777	905	435	377	797	263	1157
Cluster-36999.7	KAF2347186.1	484	147	121	15	109	19	25	515	359	201	329	285	913
Cluster-37005.0	KAA0200900.1	6	9	0	3	13	5	0	11	7	2	15	7	0
Cluster-37005.1	KAF2353794.1	11	23	0	10	23	14	7	43	10	3	17	14	15
Cluster-37007.0	XP_047738011.1	353	547	2047	5	11	1	116	10	437	40	121	54	143
Cluster-37007.1	XP_047738011.1	264	386	1150	6	11	3	91	10	324	21	52	15	64
Cluster-37007.2	XP_018009191.2	66	510	560	0	1	0	40	0	617	15	33	7	71
Cluster-37007.3	GBM30778.1	3392	4644	28014	8	24	6	2588	3	3010	133	549	139	563
Cluster-37007.3	XP_018009191.2	3392	4644	28014	8	24	6	2588	3	3010	133	549	139	563
Cluster-37007.4	GBM30778.1	3338	4301	17872	3	10	3	1702	4	3053	120	588	124	539
Cluster-37007.4	XP_018009191.2	3338	4301	17872	3	10	3	1702	4	3053	120	588	124	539
Cluster-37007.5	XP_018009191.2	327	768	3842	2	13	5	154	16	656	30	172	40	186
Cluster-37007.5	GBM30778.1	327	768	3842	2	13	5	154	16	656	30	172	40	186
Cluster-37007.6	XP_047738011.1	58	102	353	1	4	1	17	2	104	8	33	13	59
Cluster-37009.1	XP_018023325.1	28	13	23	19	14	44	6	47	57	36	75	56	68
Cluster-37009.2	XP_018023325.1	164	165	114	229	164	246	147	146	214	150	413	407	309
Cluster-37013.1	KAF2361873.1	406	601	329	827	294	280	341	416	616	564	563	606	341
Cluster-37017.0	XP_027223315.1	540	607	224	683	269	490	408	493	640	767	1293	335	663
Cluster-37023.0	XP_054719537.1	2	1	0	1	0	1	2	0	6	0	7	1	4
Cluster-37028.0	KAF2363237.1	158	273	194	210	443	556	313	203	446	334	133	215	272
Cluster-37028.1	KAF2363237.1	210	398	230	247	562	405	498	217	376	257	208	280	409
Cluster-37029.1	KAF2357960.1	191	270	184	137	653	532	750	315	452	237	997	1064	2447
Cluster-37029.2	KAF2357960.1	373	519	203	149	513	1700	263	403	554	664	564	350	4068
Cluster-37029.3	KAF2357960.1	296	463	221	145	540	1229	282	377	494	512	655	374	4102
Cluster-37034.1	XP_054163502.1	16	29	1	61	19	18	20	3	0	5	9	3	6
Cluster-37036.3	XP_018010479.1	113	115	67	161	132	124	87	140	157	120	129	103	153
Cluster-37040.0	KAF2361484.1	19	37	26	32	54	25	74	47	24	22	51	28	42
Cluster-37045.0	XP_047473519.1	30	169	69	302	159	11	255	96	43	10	132	149	126
Cluster-37045.2	XP_047473519.1	24	163	43	266	111	10	185	65	21	11	89	117	92
Cluster-37045.4	XP_047473519.1	8	39	36	48	139	1	193	66	15	5	78	65	12
Cluster-37045.5	XP_047473519.1	7	37	1	77	59	9	107	12	14	0	20	35	79
Cluster-37046.0	KAF2360483.1	396	551	337	755	701	598	711	440	585	512	503	466	539
Cluster-37046.2	KAF2360483.1	661	710	687	916	1077	1125	1005	740	816	827	1007	792	795
Cluster-37046.2	XP_049274734.1	661	710	687	916	1077	1125	1005	740	816	827	1007	792	795
Cluster-37046.4	KAF2354649.1	61	59	39	51	68	78	63	64	51	78	67	83	76
Cluster-37046.5	KAF2354649.1	27	30	47	19	13	13	8	46	27	34	9	48	28
Cluster-37046.6	KAF2360483.1	191	192	176	223	337	275	303	263	248	209	371	210	290
Cluster-37059.0	KAF2353802.1	471	623	596	419	695	593	655	695	853	665	627	438	1210
Cluster-37059.1	RXG55929.1	266	369	333	318	396	437	486	280	453	378	349	315	462
Cluster-37064.1	XP_018018288.1	595	670	522	830	702	989	556	602	668	598	979	805	802
Cluster-37064.2	XP_018018288.1	467	640	407	679	741	856	600	609	633	730	585	771	857
Cluster-37069.0	KAF2347688.1	14	28	10	64	55	38	97	28	23	39	72	5	265
Cluster-37069.0	XP_018021004.1	14	28	10	64	55	38	97	28	23	39	72	5	265
Cluster-37069.1	AMK48599.1	16	51	24	89	47	26	73	112	30	47	78	42	91
Cluster-37069.2	KAH1021681.1	150	176	84	357	309	549	465	69	178	310	317	175	388
Cluster-37069.3	PSN35672.1	454	693	178	742	636	1754	698	559	666	549	950	575	1078
Cluster-37069.3	XP_022235939.1	454	693	178	742	636	1754	698	559	666	549	950	575	1078
Cluster-37069.3	KAF2347688.1	454	693	178	742	636	1754	698	559	666	549	950	575	1078
Cluster-37069.4	XP_018021004.1	2	15	10	38	41	7	58	21	5	14	12	1	13
Cluster-37074.0	TMW39447.1	10	1	0	3	0	3	0	0	2	0	1	0	3
Cluster-37075.0	GIY51426.1	4	5	9	3	2	11	0	1	13	0	6	33	14
Cluster-37076.0	XP_045606679.1	2	0	0	1	0	0	0	2	1	1	4	0	0
Cluster-37076.1	XP_045606679.1	0	0	0	2	0	0	0	3	2	1	1	0	2
Cluster-37079.1	KAG7158033.1	963	992	581	1112	1648	982	1267	1039	1167	980	1365	634	1404
Cluster-37079.2	KAG7158033.1	409	614	346	619	690	434	635	615	430	389	636	282	801
Cluster-37079.4	KAG7158033.1	1276	1369	668	1801	2023	1459	1759	1307	1570	1598	1597	811	1598
Cluster-37084.0	KAJ8684216.1	2	0	1	0	2	3	2	1	2	2	0	0	2
Cluster-37104.0	XP_053642769.1	11	7	5	7	19	8	18	4	28	9	15	8	11
Cluster-37104.1	XP_053642769.1	0	0	3	0	4	3	5	2	1	3	14	3	28
Cluster-37104.2	XP_053642769.1	8	1	4	1	4	3	2	11	12	15	10	2	2
Cluster-37104.3	XP_018013579.1	44	73	57	57	71	26	79	62	126	78	95	70	61
Cluster-37114.0	GIY37426.1	1	1	1	0	0	2	3	1	1	0	0	0	0
Cluster-37116.0	XP_018021369.1	71	122	68	126	108	111	100	98	154	93	99	104	106
Cluster-37117.0	KAF2879429.1	3	29	1	76	2	4	3	0	0	0	6	1	2
Cluster-37117.1	CAD7601812.1	3	19	2	54	5	4	5	0	0	2	3	0	1
Cluster-37122.0	XP_018016492.1	1634	2391	3066	3212	3534	4912	5068	2431	2585	2382	2789	2001	3809
Cluster-37122.0	CAD6208436.1	1634	2391	3066	3212	3534	4912	5068	2431	2585	2382	2789	2001	3809
Cluster-37122.1	XP_018016492.1	1893	2329	2791	3029	3555	4833	4892	1840	2402	2281	2585	1980	4332
Cluster-37122.1	CAD6208436.1	1893	2329	2791	3029	3555	4833	4892	1840	2402	2281	2585	1980	4332
Cluster-37123.0	KAE8749546.1	236	264	214	252	275	255	330	225	479	511	272	126	233
Cluster-37123.0	AAU06553.1	236	264	214	252	275	255	330	225	479	511	272	126	233
Cluster-37123.0	KAH6932698.1	236	264	214	252	275	255	330	225	479	511	272	126	233
Cluster-37123.2	AAU06553.1	69	65	132	121	34	36	85	42	70	112	59	63	78
Cluster-37123.2	AEW44192.1	69	65	132	121	34	36	85	42	70	112	59	63	78
Cluster-37123.3	KAE8749546.1	556	679	550	580	589	578	842	793	720	828	412	425	444
Cluster-37123.3	AAU06553.1	556	679	550	580	589	578	842	793	720	828	412	425	444
Cluster-37123.3	AEW44192.1	556	679	550	580	589	578	842	793	720	828	412	425	444
Cluster-37127.0	CAG9804317.1	1	1	1	10	0	3	0	0	3	1	11	14	4
Cluster-37128.1	XP_053646709.1	126	176	593	106	97	73	151	131	164	145	170	68	189
Cluster-37128.2	XP_047738666.1	1177	1203	3423	689	837	749	844	765	1089	917	733	574	861
Cluster-37128.3	XP_047738665.1	30	61	347	9	20	8	12	43	23	40	23	0	88
Cluster-37135.0	XP_047739915.1	100	93	54	171	234	213	312	201	42	46	148	86	151
Cluster-37139.0	XP_018025371.2	1	1	0	0	34	0	52	3	1	2	0	0	45
Cluster-37140.0	XP_047739422.1	192	609	215	247	519	509	288	142	1695	566	497	413	551
Cluster-37142.8	XP_047485787.1	1208	1456	930	1922	326	422	681	2162	1290	449	961	1091	1202
Cluster-37142.9	XP_047485787.1	2597	3275	2217	4796	803	1017	1471	3952	3353	1369	2026	2329	2496
Cluster-37142.10	XP_047485787.1	2090	2854	1664	3925	732	1006	1270	3232	2325	1024	1664	1796	1880
Cluster-37152.0	QQP39434.1	1	3	0	5	0	0	0	0	0	1	2	2	0
Cluster-37153.0	XP_018019502.1	62	97	24	85	102	117	95	122	104	88	136	99	93
Cluster-37156.1	XP_018007184.1	26	31	5	21	149	38	259	51	43	35	116	42	225
Cluster-37167.0	KAF2364240.1	153	231	144	256	187	240	164	236	315	236	263	313	236
Cluster-37170.0	KAF2365887.1	97	152	103	224	178	223	228	85	106	75	140	132	186
Cluster-37170.2	KAF2365887.1	174	229	138	296	196	309	292	131	224	220	219	214	278
Cluster-37171.0	KAF2359079.1	1649	12	152	2	32	1	48	1	25	222	5	0	4
Cluster-37171.1	XP_018017056.2	1065	965	6481	23	47	4	135	12	226	73	48	34	176
Cluster-37171.2	XP_018017056.2	1802	27	959	6	258	35	494	7	262	524	8	23	10
Cluster-37171.3	XP_018017056.2	1869	1490	6449	52	85	14	1015	40	494	198	50	228	188
Cluster-37171.4	XP_018017056.2	1797	1166	6024	31	52	12	747	15	306	142	27	96	66
Cluster-37171.5	XP_018017056.2	2076	1716	7214	48	67	15	997	45	465	126	64	245	179
Cluster-37171.6	XP_018017056.2	1221	887	4281	30	93	16	746	23	294	216	26	108	58
Cluster-37171.7	XP_018017056.2	1144	963	4021	32	56	5	723	17	262	127	38	104	69
Cluster-37171.8	XP_018017056.2	2578	2447	11710	69	111	9	1135	57	651	147	94	255	290
Cluster-37183.0	KAF2364884.1	3	0	4	0	0	0	0	3	2	1	0	1	0
Cluster-37186.0	XP_042210754.1	1	0	0	4	6	1	2	10	4	3	1	0	5
Cluster-37187.0	KAF2352487.1	3	2	1	0	0	1	1	1	57	0	1414	260	87
Cluster-37187.1	KAF2352487.1	0	0	1	0	0	0	1	0	98	0	478	111	114
Cluster-37187.2	KAF2352487.1	0	0	1	0	1	0	0	0	342	0	119	28	291
Cluster-37187.3	KAF2352487.1	0	1	0	0	0	0	0	0	77	0	549	55	204
Cluster-37195.2	XP_018016768.1	62	161	66	313	249	189	352	107	41	44	229	300	102
Cluster-37199.1	XP_018010528.2	128	202	187	149	205	137	194	216	262	219	288	168	405
Cluster-37204.11	XP_018017608.1	686	580	591	1131	814	669	467	957	663	861	352	136	624
Cluster-37204.12	XP_018017608.1	465	365	224	443	405	265	513	699	341	447	345	119	610
Cluster-37204.13	XP_018017608.1	644	585	295	792	830	292	881	562	479	552	487	275	611
Cluster-37204.16	XP_018017608.1	1070	597	739	835	591	633	652	1082	902	1179	490	283	1155
Cluster-37204.17	XP_018017608.1	1436	814	575	729	552	508	913	1263	1057	1290	592	377	1625
Cluster-37204.21	XP_018017608.1	1127	658	436	868	693	578	722	828	792	913	509	212	970
Cluster-37205.6	XP_018014712.1	34	50	12	78	28	39	33	127	101	95	156	36	60
Cluster-37206.0	XP_047470236.1	1424	1714	1794	1093	2127	877	2045	2376	1940	1717	1932	620	2327
Cluster-37206.1	XP_053639657.1	1744	2329	2391	1379	3136	1134	3001	3270	2701	2435	2762	895	3217
Cluster-37206.2	XP_047470236.1	24022	26166	19238	24218	35617	25511	25909	25231	24765	28148	20691	17693	18836
Cluster-37206.3	XP_047737277.1	559	756	938	321	1092	356	1172	1176	1124	886	1117	331	1379
Cluster-37206.4	XP_053639657.1	22677	24019	17579	23053	33169	24746	23502	22573	22594	26191	18030	16902	16005
Cluster-37206.4	KAG7154580.1	22677	24019	17579	23053	33169	24746	23502	22573	22594	26191	18030	16902	16005
Cluster-37206.5	XP_047737277.1	76	88	130	41	162	31	124	182	177	156	99	30	208
Cluster-37206.5	KAG7154580.1	76	88	130	41	162	31	124	182	177	156	99	30	208
Cluster-37206.6	XP_053639657.1	24138	26364	19350	24429	35747	25926	25633	25650	25023	27806	20357	17460	18731
Cluster-37206.7	KXJ78482.1	18	14	32	6	37	8	29	27	52	54	19	2	13
Cluster-37206.7	KAG7154580.1	18	14	32	6	37	8	29	27	52	54	19	2	13
Cluster-37207.0	KAF2366302.1	1	7	1	24	4	7	6	7	13	6	18	11	4
Cluster-37207.1	KAF2366302.1	0	161	0	200	29	156	22	15	130	163	91	29	12
Cluster-37218.0	KAF2360171.1	431	651	420	514	697	628	542	600	999	502	644	585	771
Cluster-37220.1	KAF2355057.1	705	827	688	594	679	613	498	612	833	637	610	776	1005
Cluster-37220.2	KAF2355057.1	145	131	158	73	100	64	54	136	171	113	147	144	317
Cluster-37222.10	XP_018020480.1	5	86	14	4	530	169	619	37	377	364	7	17	3603
Cluster-37222.11	XP_018020480.1	5	76	16	7	474	202	561	44	344	298	7	18	1141
Cluster-37225.0	XP_018024789.1	438	194	311	206	790	545	474	234	203	314	363	219	218
Cluster-37225.3	XP_018024789.1	187	226	143	86	254	266	158	242	189	208	192	143	184
Cluster-37229.0	KAF2359511.1	8	8	10	4	15	8	4	3	22	12	13	21	13
Cluster-37229.1	KAF2359511.1	8	8	12	10	27	33	6	10	27	14	22	61	7
Cluster-37229.2	KAF2359511.1	26	11	9	24	32	22	25	24	9	6	32	36	37
Cluster-37232.0	XP_018009900.1	29	53	34	80	71	50	40	62	62	63	96	116	62
Cluster-37232.1	XP_047739184.1	38	80	27	171	101	139	22	70	33	51	162	159	43
Cluster-37232.2	XP_047739184.1	73	82	30	88	72	55	64	95	144	134	111	126	110
Cluster-37237.0	KAG8235098.1	3	14	0	21	0	0	0	0	2	3	6	2	0
Cluster-37238.0	XP_018014561.1	117	174	72	268	216	251	257	145	158	143	118	128	195
Cluster-37239.0	EFX77512.1	3	5	0	3	1	0	0	2	0	0	3	1	6
Cluster-37242.0	KAJ3616630.1	308	251	416	356	548	611	461	393	382	246	434	440	185
Cluster-37243.5	XP_018019355.1	205	263	321	145	109	58	92	263	232	173	350	96	336
Cluster-37243.6	XP_018019486.1	124	196	333	165	150	77	179	204	356	300	353	158	206
Cluster-37245.2	ART29421.1	42	287	16	537	113	29	204	10	9	29	43	29	23
Cluster-37265.1	XP_018016559.1	443	459	1021	456	371	199	356	473	688	668	486	709	379
Cluster-37265.4	XP_018016559.1	197	189	474	140	174	72	158	325	304	249	238	240	267
Cluster-37265.5	XP_018016559.1	616	428	763	376	711	363	498	697	766	736	495	526	463
Cluster-37265.6	XP_018016559.1	341	350	907	380	354	221	394	582	673	557	438	622	463
Cluster-37270.1	KAF2361957.1	20	32	12	17	13	10	11	22	52	62	47	17	27
Cluster-37270.1	KAH9425945.1	20	32	12	17	13	10	11	22	52	62	47	17	27
Cluster-37270.6	KAF2361957.1	48	109	59	112	48	67	20	74	159	164	162	113	85
Cluster-37270.6	KAH9425945.1	48	109	59	112	48	67	20	74	159	164	162	113	85
Cluster-37270.8	KAF2361957.1	127	343	107	342	122	183	42	74	389	416	268	206	191
Cluster-37270.8	KAH9425945.1	127	343	107	342	122	183	42	74	389	416	268	206	191
Cluster-37270.10	ROT70314.1	0	0	0	0	0	0	0	3	6	3	4	0	3
Cluster-37271.0	KAF2360618.1	329	576	528	551	1089	960	1100	410	614	472	399	479	759
Cluster-37286.0	KAB7498522.1	4	0	4	1	0	0	1	5	2	0	2	5	10
Cluster-37295.4	KAI8040164.1	16	18	7	6	9	0	6	24	18	47	30	6	38
Cluster-37299.0	AXP83336.1	257	335	254	307	323	237	379	357	402	360	282	246	354
Cluster-37304.0	XP_045622957.1	13	18	32	6	18	7	10	35	32	27	19	15	43
Cluster-37305.0	XP_045599536.1	41	76	18	120	58	103	99	50	66	21	273	240	80
Cluster-37306.0	KAF2352202.1	585	1111	1106	1155	676	588	581	994	951	637	1134	1750	1035
Cluster-37306.1	KAF2352202.1	509	580	677	679	566	516	559	686	682	473	643	767	618
Cluster-37306.2	KAF2352202.1	981	951	514	890	606	740	845	1064	1050	893	643	709	719
Cluster-37310.0	KAH6944804.1	142	34	0	64	33	74	0	8	32	1	15	0	15
Cluster-37311.0	KZS13490.1	209	180	269	138	216	151	231	156	289	231	178	119	204
Cluster-37311.2	ACD11955.1	70	39	67	19	51	54	59	52	101	74	52	38	70
Cluster-37312.2	XP_018018622.1	62	131	79	134	138	109	161	83	83	58	102	95	94
Cluster-37312.4	XP_018018622.1	112	316	134	372	296	130	207	81	115	103	214	99	150
Cluster-37313.0	XP_037803283.1	14	23	3	35	16	31	26	13	32	20	34	24	78
Cluster-37313.1	KAA0193270.1	43	140	64	158	79	114	74	84	141	60	222	220	186
Cluster-37313.2	KAA0193270.1	146	323	203	428	243	292	178	253	460	243	595	831	568
Cluster-37313.3	KAA0193270.1	26	57	15	103	48	86	65	29	36	22	91	60	43
Cluster-37318.0	XP_042882493.1	1	0	0	3	1	0	7	0	6	9	0	6	1
Cluster-37322.0	XP_021938337.1	214	248	209	226	332	118	414	367	267	238	469	115	707
Cluster-37322.1	XP_018018301.2	211	201	167	189	259	149	306	289	224	202	355	86	439
Cluster-37322.2	KAF2367666.1	617	512	578	376	423	203	603	966	652	622	1259	252	1741
Cluster-37322.2	XP_042227388.1	617	512	578	376	423	203	603	966	652	622	1259	252	1741
Cluster-37322.2	KAH9399923.1	617	512	578	376	423	203	603	966	652	622	1259	252	1741
Cluster-37322.3	KAF2367666.1	303	241	318	125	136	52	177	493	312	312	745	150	1093
Cluster-37322.3	KAH9399923.1	303	241	318	125	136	52	177	493	312	312	745	150	1093
Cluster-37327.0	XP_018027897.1	48	68	81	45	86	88	90	72	70	70	74	81	88
Cluster-37327.2	XP_018027897.1	132	112	85	154	214	186	270	142	248	191	104	143	141
Cluster-37333.0	XP_018012753.1	776	884	1100	632	910	601	892	731	668	713	506	379	562
Cluster-37333.1	XP_018012754.1	784	1012	1285	658	967	727	1005	730	672	672	521	409	631
Cluster-37333.2	KAF2355026.1	28	19	74	19	28	9	28	55	28	31	32	14	67
Cluster-37333.3	KAF2355026.1	828	1044	2009	896	1055	872	1038	841	779	722	627	580	809
